time,E1,E2,vx2_1,vy2_1,vx2_2,vy2_2,temperature,pressure_ideal,pressure_real,wall_impulse,vx1_0,vy1_0,vx1_1,vy1_1,vx1_2,vy1_2,vx1_3,vy1_3,vx1_4,vy1_4,vx1_5,vy1_5,vx1_6,vy1_6,vx1_7,vy1_7,vx1_8,vy1_8,vx1_9,vy1_9,vx1_10,vy1_10,vx1_11,vy1_11,vx1_12,vy1_12,vx1_13,vy1_13,vx1_14,vy1_14,vx1_15,vy1_15,vx1_16,vy1_16,vx1_17,vy1_17,vx1_18,vy1_18,vx1_19,vy1_19,vx1_20,vy1_20,vx1_21,vy1_21,vx1_22,vy1_22,vx1_23,vy1_23,vx1_24,vy1_24,vx1_25,vy1_25,vx1_26,vy1_26,vx1_27,vy1_27,vx1_28,vy1_28,vx1_29,vy1_29,vx1_30,vy1_30,vx1_31,vy1_31,vx1_32,vy1_32,vx1_33,vy1_33,vx1_34,vy1_34,vx1_35,vy1_35,vx1_36,vy1_36,vx1_37,vy1_37,vx1_38,vy1_38,vx1_39,vy1_39,vx1_40,vy1_40,vx1_41,vy1_41,vx1_42,vy1_42,vx1_43,vy1_43,vx1_44,vy1_44,vx1_45,vy1_45,vx1_46,vy1_46,vx1_47,vy1_47,vx1_48,vy1_48,vx1_49,vy1_49,vx1_50,vy1_50,vx1_51,vy1_51,vx1_52,vy1_52,vx1_53,vy1_53,vx1_54,vy1_54,vx1_55,vy1_55,vx1_56,vy1_56,vx1_57,vy1_57,vx1_58,vy1_58,vx1_59,vy1_59,vx1_60,vy1_60,vx1_61,vy1_61,vx1_62,vy1_62,vx1_63,vy1_63,vx1_64,vy1_64,vx1_65,vy1_65,vx1_66,vy1_66,vx1_67,vy1_67,vx1_68,vy1_68,vx1_69,vy1_69,vx1_70,vy1_70,vx1_71,vy1_71,vx1_72,vy1_72,vx1_73,vy1_73,vx1_74,vy1_74,vx1_75,vy1_75,vx1_76,vy1_76,vx1_77,vy1_77,vx1_78,vy1_78,vx1_79,vy1_79,vx1_80,vy1_80,vx1_81,vy1_81,vx1_82,vy1_82,vx1_83,vy1_83,vx1_84,vy1_84,vx1_85,vy1_85,vx1_86,vy1_86,vx1_87,vy1_87,vx1_88,vy1_88,vx1_89,vy1_89,vx1_90,vy1_90,vx1_91,vy1_91,vx1_92,vy1_92,vx1_93,vy1_93,vx1_94,vy1_94,vx1_95,vy1_95,vx1_96,vy1_96,vx1_97,vy1_97,vx1_98,vy1_98,vx1_99,vy1_99,vx2_0,vy2_0,vx2_1,vy2_1,vx2_2,vy2_2,vx2_3,vy2_3,vx2_4,vy2_4,vx2_5,vy2_5,vx2_6,vy2_6,vx2_7,vy2_7,vx2_8,vy2_8,vx2_9,vy2_9,vx2_10,vy2_10,vx2_11,vy2_11,vx2_12,vy2_12,vx2_13,vy2_13,vx2_14,vy2_14,vx2_15,vy2_15,vx2_16,vy2_16,vx2_17,vy2_17,vx2_18,vy2_18,vx2_19,vy2_19,vx2_20,vy2_20,vx2_21,vy2_21,vx2_22,vy2_22,vx2_23,vy2_23,vx2_24,vy2_24,vx2_25,vy2_25,vx2_26,vy2_26,vx2_27,vy2_27,vx2_28,vy2_28,vx2_29,vy2_29,vx2_30,vy2_30,vx2_31,vy2_31,vx2_32,vy2_32,vx2_33,vy2_33,vx2_34,vy2_34,vx2_35,vy2_35,vx2_36,vy2_36,vx2_37,vy2_37,vx2_38,vy2_38,vx2_39,vy2_39,vx2_40,vy2_40,vx2_41,vy2_41,vx2_42,vy2_42,vx2_43,vy2_43,vx2_44,vy2_44,vx2_45,vy2_45,vx2_46,vy2_46,vx2_47,vy2_47,vx2_48,vy2_48,vx2_49,vy2_49,vx2_50,vy2_50,vx2_51,vy2_51,vx2_52,vy2_52,vx2_53,vy2_53,vx2_54,vy2_54,vx2_55,vy2_55,vx2_56,vy2_56,vx2_57,vy2_57,vx2_58,vy2_58,vx2_59,vy2_59,vx2_60,vy2_60,vx2_61,vy2_61,vx2_62,vy2_62,vx2_63,vy2_63,vx2_64,vy2_64,vx2_65,vy2_65,vx2_66,vy2_66,vx2_67,vy2_67,vx2_68,vy2_68,vx2_69,vy2_69,vx2_70,vy2_70,vx2_71,vy2_71,vx2_72,vy2_72,vx2_73,vy2_73,vx2_74,vy2_74,vx2_75,vy2_75,vx2_76,vy2_76,vx2_77,vy2_77,vx2_78,vy2_78,vx2_79,vy2_79,vx2_80,vy2_80,vx2_81,vy2_81,vx2_82,vy2_82,vx2_83,vy2_83,vx2_84,vy2_84,vx2_85,vy2_85,vx2_86,vy2_86,vx2_87,vy2_87,vx2_88,vy2_88,vx2_89,vy2_89,vx2_90,vy2_90,vx2_91,vy2_91,vx2_92,vy2_92,vx2_93,vy2_93,vx2_94,vy2_94,vx2_95,vy2_95,vx2_96,vy2_96,vx2_97,vy2_97,vx2_98,vy2_98,vx2_99,vy2_99
0,2.35201e-17,1.88069e-17,74662.8,67159.4,27640.3,26420.7,306.573,0.105817,3.08326e+08,1.2333e-20,-298.982,-204.747,343.155,-81.3072,-321.768,-67.3248,-1020.78,-351.39,254.835,154.223,-423.582,-26.5422,-193.361,-180.418,-321.303,105.245,-151.242,-225.826,-479.93,215.268,-201.775,-517.002,-257.447,-218.497,-121.201,-328.607,-343.026,408.684,-249.348,-83.9768,-279.079,250.198,-230.286,-813.496,-460.984,-389.622,-150.415,-294.118,150.741,76.7717,-479.092,371.451,-489.299,-158.053,424.245,-149.745,-491.075,-38.6518,-356.954,-132.639,-368.986,-278.18,181.818,-238.662,-74.7341,-414.632,-244.571,-61.8957,186.959,71.1709,-2.99649,-210.135,95.7061,-36.5084,346.757,-177.746,-8.76264,-466.514,-149.522,249.542,-478.223,90.496,319.444,34.608,-473.02,22.4068,-247.583,-125.762,-266.742,155.84,-35.0095,260.396,-237.723,27.8237,-32.4862,-393.07,-347.678,-241.063,-566.965,-469.461,-711.643,293.778,-503.258,278.034,464.727,-121.918,-729.165,-164.794,-319.71,-129.718,-193.368,-156.49,-241.057,-661.973,442.964,-79.152,443.206,-158.871,-222.418,-116.584,320.363,-272.665,241.349,-221.159,147.901,-198.517,-576.889,-320.361,-566.768,-171.078,153.963,489.393,-140.968,-85.9441,-263.362,-481.978,-209.098,-630.241,4.70823,-444.23,-461.573,-252.537,111.394,424.783,-332.087,31.2166,-57.1031,-350.669,-416.959,-106.317,-336.795,-724.244,-407.727,82.1549,-250.842,240.752,-491.788,-82.7518,-417.411,-103.487,-262.18,38.9607,-464.043,-151.981,-271.125,-413.179,-607.874,93.0434,-417.303,-539.191,-182.778,215.699,-491.086,-116.728,93.0166,-288.574,-186.422,347.379,-404.773,-134.716,-145.68,-288.876,-249.594,-109.629,88.9721,393.738,-400.343,58.2322,-126.972,-220.084,-305.387,-173.638,-412.537,272.24,-450.229,12.6489,-429.573,271.956,-300.755,-38.0452,-339.659,-94.4801,133.491,-75.4362,-184.642,-406.405,-100.1,-382.341,3.32346,-659.929,-374.364,280.884,-100.21,-11.1888,133.003,-274.93,72.0728,-80.7338,-6.94002,-139.879,109.605,132.296,109.853,-17.3869,-171.439,25.3601,144.464,-73.7695,42.1997,-169.937,-18.8541,-23.2211,-194.589,-155.657,39.2186,157.351,-228.503,51.9707,372.932,-28.1412,-390.694,32.4816,143.652,-1.73681,143.934,-77.6523,-199.496,119.017,73.8172,-211.254,290.074,-74.6469,-28.0454,-65.0143,-146.819,82.3738,-79.0283,30.4506,25.3907,107.983,88.1538,275.595,68.483,-72.921,216.846,-55.7402,-123.956,33.9496,-197.397,-50.6497,-242.392,-49.3602,-40.2156,-74.2551,38.172,-200.412,287.583,-21.6387,83.4567,-202.685,-247.687,-70.2902,302.809,260.803,30.6439,-108.448,-44.3646,-546.284,-121.791,-114.441,10.7493,-51.7386,-32.267,-11.0906,-29.1808,163.004,-125.349,6.45731,-118.955,-5.50664,134.861,214.8,-90.5898,-8.02545,-164.984,236.531,-129.039,-503.925,-117.608,91.3168,92.0216,-30.9966,-211.815,153.313,-208.754,51.6829,42.5461,56.7469,59.6454,108.627,-39.1716,66.2634,-183.349,396.801,191.457,33.7365,35.3672,-50.5374,74.4004,57.4043,-561.857,57.4196,72.8301,-269.94,-246.604,-4.56594,-329.992,36.5689,-296.502,-41.3431,82.8845,311.019,-177.575,-33.7167,-147.595,-119.109,-45.8262,-90.7036,98.3384,219.045,9.14047,68.8247,104.778,131.122,56.422,37.0898,-72.9839,-62.4052,106.09,57.6517,-124.835,-122.582,255.642,0.0435882,389.071,-136.857,-57.0148,-260.729,253.578,51.0181,60.3292,251.258,126.79,98.8405,-271.538,199.646,76.4185,190.746,-21.7509,125.602,-131.748,48.3347,211.165,-169.161,124.119,-54.7126,-100.065,-117.362,-30.6257,-44.6656,-13.2542,-108.621,-69.9883,-14.484,-281.945,-162.215,63.5633,53.4511,156.635,-5.62246,-117.217,-80.9945,203.813,-121.744,47.5214,180.676,54.7274,-105.817,165.868,208.267
1e-13,2.44993e-17,1.78277e-17,75392,72334.7,27598.7,23647.5,306.573,0.105817,5.18114e+08,2.07246e-20,-88.2962,45.4722,-535.807,-881.665,-960.411,270.331,421.352,-37.3087,-152.509,-410.536,-266.776,-578.835,171.324,-7.41414,-358.667,-27.5748,619.999,64.4756,-420.636,-798.593,-663.923,501.271,-631.02,-22.5513,-24.8947,-116.288,-60.8511,-751.699,203.518,363.225,-16.8122,-618.706,-250.152,-632.801,-618.612,1.12028,314.362,-5.27712,431.547,-325.544,-208.765,-385.695,-4.88612,-877.591,102.454,-462.233,-62.3698,394.618,-29.0445,-282.84,-4.9835,391.027,-241.625,-403.089,108.618,330.796,-231.959,-14.2452,-334.534,121.873,-150.684,141.271,-47.8345,-39.062,-238.968,-285.682,262.576,-71.0799,423.624,-608.335,-262.036,-58.9836,-91.363,430.67,108.745,-121.631,-506.407,477.072,102.638,-713.767,-695.763,-270.644,187.204,-200.829,-183.258,537.251,-260.771,186.202,-405.907,-595.55,298.689,443.636,905.141,-216.53,9.33235,-333.08,-416.081,31.9043,-75.2508,-745.365,-179.938,-871.063,-806.693,275.358,14.8256,-847.713,-348.301,321.722,-500.097,-441.068,-409.612,115.113,703.971,-72.8787,382.051,-181.038,-840.706,-173.591,282.006,-427.142,242.125,-504.304,114.624,-649.189,165.059,-484.772,-567.225,662.98,-139.52,-786.901,284.355,-274.572,-360.37,-140.84,-397.473,-247.279,-363.549,542.211,224.414,-3.35513,-637.072,89.3296,-144.988,360.353,-756.584,23.8137,-482.726,-200.873,180.381,-306.294,-75.2269,-747.985,306.796,119.672,-725.868,375.286,-100.566,249.727,744.828,-240.272,376.916,212.835,-408.738,99.3381,-172.172,200.636,-461.936,-579.583,-229.643,-322.731,367.251,5.53948,57.7252,-541.16,-390.633,91.5256,-114.788,-297.862,-188.659,-820.486,-139.368,-671.386,144.746,-228.253,-525.408,334.054,29.445,72.9644,-839.925,-492.149,-70.8543,521.087,-486.835,166.873,-195.718,9.12393,127.468,53.8872,314.687,4.29824,-323.328,0.299906,-80.2382,-271.099,-51.2544,-133.831,-344.992,16.5466,49.0423,166.818,-27.6945,130.13,42.5742,62.5902,102.046,-270.647,23.6717,-175.99,-45.8813,-133.351,80.8401,-281.469,120.849,-44.3242,-8.20056,36.9696,-165.071,2.82968,49.9187,28.0882,-341.817,183.856,168.29,273.18,-31.3053,19.3455,32.0758,-86.9542,-105.973,-165.093,136.64,-488.033,123.109,65.8842,-69.7803,108.715,-141.317,-4.47514,347.948,330.249,-126.583,33.1685,26.0516,18.4507,198.175,-4.00647,6.56344,94.2618,-144.448,-92.44,-0.293471,17.6683,234.785,-58.765,173.047,17.6364,66.0373,171.741,-202.103,-281.903,42.3461,149.082,-253.365,-216.951,-257.252,8.74004,-44.9661,-11.0085,34.2055,301.324,129.605,82.5351,-149.993,104.915,47.2529,5.46783,23.4887,-83.0637,0.527388,60.9198,-49.5352,212.844,-159.67,-140.925,-180.914,-80.5067,-59.885,-80.1823,-48.1884,128.1,-154.674,-17.9781,-292.465,169.608,0.417428,161.113,108.309,-116.207,-173.382,-234.546,156.799,228.457,152.932,-124.758,-56.7745,98.7057,-17.7366,43.2146,-33.7253,-234.872,192.565,158.304,11.0747,-35.8314,-280.693,-37.8973,52.5505,-193.6,49.3801,6.63125,124.952,-5.1307,36.079,-9.94709,-60.0823,-39.4099,-92.8951,-102.309,112.44,-113.007,83.8364,72.817,-194.52,-111.911,-118.356,-370.181,35.716,25.423,-110.385,-2.59839,-16.4708,100.3,-177.799,-0.100205,-273.884,-8.69005,-4.53335,306.213,6.1934,-347.201,237.698,92.3946,18.5056,-1.20477,184.156,-250.448,-131.574,116.4,-106.287,114.855,-254.771,9.1703,31.818,-70.5986,-28.3141,-375.951,-77.5977,72.6199,-219.962,-99.9904,-316.207,153.356,253.59,83.8366,74.8944,-266.27,-98.8866,100.989,-61.4574,-15.5059,7.65753,-267.25,-9.73821,-177.598,92.9178,169.989,137.313,-26.6156,194.822,-333.643
2e-13,2.49751e-17,1.73519e-17,81025.9,69569.8,26184.2,23694.3,306.573,0.105817,4.96245e+08,1.98498e-20,221.067,-562.94,-316.496,-602.705,-620.201,-326.374,228.506,-708.684,202.577,415.068,25.4474,853.761,241.231,762.427,27.5485,-85.7875,24.0119,-421.331,237.399,54.9089,326.671,599.093,-307.94,491.009,148.964,-196.347,-550.41,-23.452,-65.4364,-520.078,-520.138,69.6692,-706.23,-94.4253,101.544,-428.683,-271.019,234.794,-158.05,128.723,-234.557,-49.2329,405.534,-432.773,-606.664,129.477,-928.235,-1.12536,688.177,-398.943,100.944,495.186,-394.499,114.191,139.047,-145.586,73.3278,-243.773,-1039.6,26.4937,-219.545,-61.2689,207.588,-232.234,-770.948,23.1191,527.565,-513.153,-347.313,-30.2403,-559.865,173.17,-438.283,-491.896,416.262,367.835,-14.9882,-421.28,121.708,501.613,-97.8666,-492.261,-307.4,496.312,-928.531,132.776,-661.476,-374.216,-341.972,346.108,317.577,-164.65,-807.323,-157.766,379.495,-64.8628,193.043,-33.0517,28.8618,89.9818,-556.351,49.8402,-685.574,-139.564,-332.806,-534.975,325.656,-370.051,65.9526,-377.263,-512.825,-141.96,250.741,263.324,-812.052,400.65,-314.474,-680.716,-140.277,-458.041,-228.03,-576.106,140.69,-379.504,-560.093,272.842,-819.003,-468.224,260.654,284.169,603.668,-287.676,-855.687,-310.561,21.2635,376.021,177.022,-135.467,86.694,-251.381,727.035,-560.433,-396.438,-133.202,-551.055,716.275,-456.077,-118.748,445.437,-257.692,372.588,-768.296,-29.8812,-393.274,-732.105,-511.305,409.549,-41.3259,373.972,-469.569,-520.042,416.078,177.589,127.856,382.044,-438.673,-413.919,131.379,97.0533,-864.043,70.1751,-42.6108,-436.375,-421.716,297.818,-22.2423,-585.448,400.373,-363.396,474.568,-430.952,-184.853,-353.707,-153.322,408.628,311.527,262.07,-801.658,162.295,-137.749,-277.334,274.709,37.896,294.372,-177.983,-381.37,-303.507,-429.011,-460.916,478.738,-119.44,215.749,-285.028,203.451,3.20343,309.945,-213.721,-438.275,354.999,289.245,-416.107,-25.8556,163.241,-118.468,-258.373,182.107,-4.6547,283.913,-217.698,343.184,-495.445,-235.695,-111.554,-121.852,37.982,-49.8607,-170.515,73.9015,17.6275,-125.228,-132.016,-116.04,174.137,111.933,-17.382,-258.49,-24.7712,73.8726,-18.42,-272.415,141.446,-56.5976,-40.87,-21.8822,-43.9918,-225.559,-30.788,-241.467,285.115,139.916,-159.44,13.3476,254.471,-284.717,-61.4121,199.87,95.8413,-148.257,-30.1344,-200.112,-153.779,-183.191,-81.0779,-44.7643,-270.717,7.7406,50.3279,-95.3538,20.3017,-111.03,-25.8496,-183.617,-108.336,90.8652,-32.5319,140.351,174.65,126.199,156.052,-134.248,102.095,156.345,121.773,-278.979,-45.3938,60.9096,136.911,45.3983,23.9919,-176.051,-172.402,-157.303,271.626,229.779,-107.43,-81.3026,-120.741,55.72,-78.0162,-79.7115,283.027,-137.368,5.40144,6.72136,54.6349,-3.08138,-26.1398,115.516,-27.6044,214.7,67.3325,251.711,114.99,-128.731,24.2276,318.264,-166.825,-47.6211,98.7172,-114.913,119.046,334.531,-55.872,-263.261,291.981,8.82946,34.1401,-137.728,-239.586,58.1713,-291.109,-99.2142,-89.1301,85.6093,34.8884,10.6913,-85.5259,63.8411,-183.584,109.436,62.6455,-161.333,-196.197,122.883,-164.032,-22.9283,186.745,-83.1434,-86.1923,-55.1061,98.2535,72.119,-316.753,-18.8821,-6.97099,-135.64,174.631,-119.417,156.786,-214.087,-13.3883,-29.4032,52.223,160.096,-378.428,70.8159,-186.221,-297.795,106.8,-318.203,46.2534,327.734,-139.76,-102.835,-132.57,-14.9947,-68.8155,101.372,-66.9687,-33.306,6.58126,-78.829,-74.7036,-62.7293,-258.86,144.362,-176.827,-73.4489,131.529,-52.4668,-119.667,116.557,128.399,198.577,-31.9118,-144.967,-156.795,67.0331,-327.177,-308.41
3e-13,2.48482e-17,1.74787e-17,77851,71979.7,25838.9,24404.2,306.573,0.105817,5.02578e+08,2.01031e-20,-320.885,-319.329,603.523,-331.857,548.163,-182.569,502.303,-259.1,273.565,51.9605,-293.566,-598.063,76.6738,47.9293,-41.5657,-123.462,255.877,49.2165,524.549,-407.061,488.369,58.0102,249.39,-649.048,-419.217,-104.267,-261.181,-875.709,472.049,-14.018,-551.461,-88.3966,-659.27,-269.395,102.69,71.2655,-53.3803,196.441,-42.1853,-63.6695,-418.278,-475.568,-739.488,191.954,244.624,-690.519,-121.901,-511.785,-481.85,-218.328,133.239,138.86,-765.771,-957.976,-130.043,-183.53,134.127,-836.738,-518.442,-857.117,-703.119,-463.258,538.169,-490.791,-173.475,-186.548,406.704,-183.324,-438.596,-686.366,290.833,4.3839,-67.9874,-683.544,-192.922,-462.938,-332.259,99.3231,60.5635,-139.381,-115.59,-359.632,614.898,-993.006,75.919,335.455,-260.553,-360.689,164.928,-161.333,-425.961,-355.363,259.278,46.5565,96.1567,366.058,616.993,-466.312,259.657,-569.951,81.8569,-313.447,272.088,-263.273,-513.294,336.756,-449.666,244.437,-617.348,-127.802,34.8286,-107.792,-389.592,137.283,-54.4597,-223.205,565.7,-627.206,77.3923,36.5448,779.915,-318.955,105.291,-467.674,-805.984,-663.201,-130.198,-325.363,-377.241,-693.471,223.76,-465.975,-553.731,-283.672,67.2683,-603.343,170.52,-549.655,42.7145,-648.407,376.798,-11.7172,-693.126,-329.615,-461.301,-265.19,-63.4877,-781.933,542.394,-572.031,-168.869,-414.179,159.242,-376.088,-756.45,94.6045,122.251,-477.914,550.858,-564.494,115.131,-13.9206,-227.785,-522.733,-359.476,426.233,-734.475,-192.699,-103.683,-109.109,-25.4161,-18.7464,304.422,-1165.13,-91.099,-77.2398,445.495,-223.509,-754.483,-63.597,-452.71,-524.995,-603.147,-715.711,-312.331,-1291.95,176.603,-618.476,-90.1383,-645.291,239.117,-435.453,-202.349,-526.922,146.786,-302.264,-210.048,-363.428,-121.974,-522.228,-26.537,248.385,-110.753,-61.9869,327.886,285.225,-419.141,239.964,324.751,47.9317,130.704,42.2266,27.4755,56.6928,-185.688,-149.717,38.027,7.52951,204.239,294.324,-149.642,182.506,-320.763,185.329,-288.293,55.5433,110.536,-126.911,-3.63381,-345.85,-16.727,186.96,-118.179,-146.159,11.2994,-45.2217,-53.3053,-424.411,-194.747,137.603,-532.577,31.8372,191.751,-39.4138,329.196,175.386,-49.8392,65.4383,106.761,143.75,181.303,153.777,118.216,-120.17,31.453,-20.0907,107.295,85.1091,-122.091,-116.4,228.72,-13.8928,138.237,164.798,-215.999,220.368,298.562,394.167,196.648,126.601,221.087,304.533,-15.4409,23.509,85.8344,130.971,26.6165,62.2456,-59.7735,103.823,-117.618,-60.4944,138.645,-161.186,142.459,90.5192,17.911,-111.355,191.198,-257.562,56.6397,34.3202,-76.7565,63.1307,-63.9604,144.862,128.518,-129.377,125.593,-218.835,-56.4977,126.538,277.717,-33.9044,-20.0294,360.421,154.973,20.5605,-16.5911,-168.525,143.127,-6.44425,-321.49,-73.2322,264.915,-148.577,-205.175,-220.981,22.0886,200.414,101.049,85.0901,-153.642,120.581,-85.2672,-248.969,142.642,-80.8026,3.22171,-74.0614,185.674,-50.0604,36.5995,-167.652,-48.2113,182.351,192.745,132.818,-275.176,-315.795,39.815,-43.1982,53.3971,-82.3826,99.7517,-293.88,97.1782,-42.7128,-69.9129,118.295,39.4271,-47.3224,5.11459,6.19178,101.102,6.64086,-35.4354,-120.931,-99.5461,150.162,-46.0175,-170.002,-300.096,115.05,-133.033,114.578,172.277,5.69034,247.619,41.3094,211.212,173.947,-205.393,193.472,-12.9858,-85.3831,-140.677,32.8705,-16.6976,-114.261,-261.716,-205.645,-14.5498,-109.29,34.0714,-16.5899,137.24,128.999,235.827,-196.254,-31.0568,108.735,-200.085,103.498,36.7914,-326.956,-71.2712,-77.6255,222.819,77.3305
4e-13,2.57537e-17,1.65732e-17,79166.4,76124.4,24395.7,23244.6,306.573,0.105817,4.99191e+08,1.99676e-20,-463.14,-419.895,289.615,203.46,-531.271,-399.161,14.9162,790.038,204.893,-549.061,-216.394,547.29,101.609,-590.351,-319.805,388.266,319.833,-323.582,528.607,-508.285,203.504,201.759,-212.722,-225.386,-309.541,-4.40881,357.533,-1022.26,378.591,-274.175,30.9441,19.7044,230.588,98.1784,-280.388,-221.264,248.559,443.817,259.985,-412.907,-741.622,-569.782,127.665,-781.989,45.5801,-445.335,-280.762,-78.4523,303.216,-312.151,-633.352,-1478.66,447.605,281.532,402.247,213.457,88.7384,-258.629,-356.975,-337.654,134.415,-653.192,-241.175,-281.131,38.2051,-189.552,127.076,-228.858,-520.999,-581.757,477.09,-1037.31,-581.656,68.7566,-783.2,-402.239,135.768,62.2716,148.922,-91.6729,-316.05,-377.101,530.476,-712.513,27.444,-130.965,-680.907,-346.634,-247.83,394.652,11.96,136.672,-514.673,-323.944,-3.88854,381.483,-547.104,-616.123,-12.1799,-847.775,-44.3279,73.1733,190.315,-614.455,-83.5113,-375.049,-504.046,-384.982,80.2371,-128.534,237.76,30.653,-395.545,566.004,-718.669,-278.529,225.39,-432.002,-636.929,-321.419,269.039,-61.6815,561.362,-385.265,-139.876,-336.365,667.845,-597.542,291.832,-33.5144,30.5892,29.4442,-34.1549,-13.9052,-207.955,-408.754,115.228,-129.345,400.159,-726.55,434.337,-470.467,-620.003,-580.919,-465.66,-140.375,0.597897,-230.261,93.7286,-540.223,-88.2402,-229.44,320.541,-154.874,336.848,-606.005,194.256,-773.846,172.609,-605.144,109.182,-45.1276,-159.008,-482.1,408.436,-25.1607,-17.2384,-577.81,-481.576,633.663,49.7674,-123.146,144.826,-431.396,134.943,-219.176,74.3401,-2.25151,342.178,-469.302,22.7288,-259.053,135.947,-558.106,203.955,-751.283,15.3629,-256.162,174.176,-860.223,95.0308,-172.063,239.407,-305.402,-123.42,-65.5275,-414.273,-900.416,302.572,-549.488,-22.7541,-219.49,-186.025,-18.2669,-138.716,196.019,-124.779,-162.72,158.07,-5.39742,-186.239,-63.5481,93.1126,-4.79293,29.4105,-174.836,-63.3561,-275.07,96.0013,-84.6633,326.167,-79.5965,65.3943,41.4911,-87.4097,162.682,53.9041,98.3741,-42.6728,-293.571,-87.5408,196.17,417.27,92.1913,41.1264,205.157,-7.62279,72.5637,-166.083,81.7329,-10.0691,-20.2627,-21.2748,-351.309,12.4049,94.7072,78.3646,98.8693,37.1333,60.2242,20.0893,164.021,26.3782,-167.248,77.0305,-157.446,-151.314,11.1437,-47.8593,-147.546,-82.2881,-20.068,11.0551,-8.67956,-220.74,-198.688,122.27,236.281,86.446,-392.518,82.4638,-72.0483,335.647,-13.2317,-208.966,111.94,119.875,201.456,321.727,-241.23,-108.582,233.774,-289.575,21.0018,-2.00754,42.9162,-79.7588,5.32925,-224.659,-9.6273,120.871,-269.951,224.914,21.2543,83.3038,66.3055,-230.019,-243.759,-3.89896,-100.761,-444.11,-180.208,99.5444,-14.0801,-200.799,-81.5894,180.065,-21.4581,48.1701,-363.343,60.0579,152.365,-47.5172,287.29,20.7864,-137.666,-141.676,-117.534,-67.1245,-93.4576,255.246,214.886,-388.072,145.356,-222.376,-123.924,-93.7476,66.6243,-82.928,-80.4385,134.025,-236.76,-246.589,-129.759,-166.937,-38.8129,95.9521,191.463,-63.7804,-260.383,-156.021,-110.98,38.4304,-75.4442,65.8337,55.442,40.8426,-293.8,94.8234,-245.233,148.409,-405.983,244.353,216.265,291.468,-216.069,58.3753,452.694,-97.3836,193.527,-83.9382,43.5099,-121.864,33.2115,-260.301,2.13132,90.7211,-275.772,-103.463,-87.7345,69.7067,11.8444,-130.642,102.664,192.047,39.4991,-43.2121,328.239,-258.328,263.551,53.5294,191.41,-132.033,-153.744,-132.534,179.295,69.5556,-456.235,-49.3378,-194.107,156.807,28.0045,-202.286,129.024,-122.802,49.6747,-82.4626,-109.349,164.282,101.575
