time,kinetic_energy,mean_speed,rms_speed,vx2_mean,vy2_mean,temperature,pressure_ideal,pressure_real,vx0,vy0,vx_0,vy_0,vx_1,vy_1,vx_2,vy_2,vx_3,vy_3,vx_4,vy_4,vx_5,vy_5,vx_6,vy_6,vx_7,vy_7,vx_8,vy_8,vx_9,vy_9,vx_10,vy_10,vx_11,vy_11,vx_12,vy_12,vx_13,vy_13,vx_14,vy_14,vx_15,vy_15,vx_16,vy_16,vx_17,vy_17,vx_18,vy_18,vx_19,vy_19,vx_20,vy_20,vx_21,vy_21,vx_22,vy_22,vx_23,vy_23,vx_24,vy_24,vx_25,vy_25,vx_26,vy_26,vx_27,vy_27,vx_28,vy_28,vx_29,vy_29,vx_30,vy_30,vx_31,vy_31,vx_32,vy_32,vx_33,vy_33,vx_34,vy_34,vx_35,vy_35,vx_36,vy_36,vx_37,vy_37,vx_38,vy_38,vx_39,vy_39,vx_40,vy_40,vx_41,vy_41,vx_42,vy_42,vx_43,vy_43,vx_44,vy_44,vx_45,vy_45,vx_46,vy_46,vx_47,vy_47,vx_48,vy_48,vx_49,vy_49,vx_50,vy_50,vx_51,vy_51,vx_52,vy_52,vx_53,vy_53,vx_54,vy_54,vx_55,vy_55,vx_56,vy_56,vx_57,vy_57,vx_58,vy_58,vx_59,vy_59,vx_60,vy_60,vx_61,vy_61,vx_62,vy_62,vx_63,vy_63,vx_64,vy_64,vx_65,vy_65,vx_66,vy_66,vx_67,vy_67,vx_68,vy_68,vx_69,vy_69,vx_70,vy_70,vx_71,vy_71,vx_72,vy_72,vx_73,vy_73,vx_74,vy_74,vx_75,vy_75,vx_76,vy_76,vx_77,vy_77,vx_78,vy_78,vx_79,vy_79,vx_80,vy_80,vx_81,vy_81,vx_82,vy_82,vx_83,vy_83,vx_84,vy_84,vx_85,vy_85,vx_86,vy_86,vx_87,vy_87,vx_88,vy_88,vx_89,vy_89,vx_90,vy_90,vx_91,vy_91,vx_92,vy_92,vx_93,vy_93,vx_94,vy_94,vx_95,vy_95,vx_96,vy_96,vx_97,vy_97,vx_98,vy_98,vx_99,vy_99
1,1e+06,3.99981,14.1421,103.444,96.5563,100,44.1942,3.78165,0.532103,-1.07747,0.532103,-1.07747,-0.345814,2.49562,0.896427,35.2455,0.615928,0.641285,-0.77342,0.278744,-1.06257,-1.8424,1.849,1.28224,-0.506547,-0.471005,2.67108,0.783352,1.68698,0.0673,6.68352,27.4074,-0.774266,0.0195774,-0.461719,-0.348564,-0.893914,-0.0797087,1.21801,-1.1978,0.41396,0.456454,-0.969793,0.808736,2.39716,3.15782,2.54515,2.32779,0.0994121,-1.62414,-1.42847,-0.0250623,0.434572,0.223287,-1.30515,0.757538,1.28899,-0.357319,1.12513,-0.375786,0.363088,0.245293,-0.256382,-1.90672,-1.31723,-0.637808,-0.600291,-0.602374,0.0258806,1.37161,-0.207439,0.0083779,0.00401692,-2.23417,-0.468648,0.877645,-1.46289,-2.14082,-0.385391,0.379504,0.497811,-0.162193,1.07241,1.01183,1.56496,-0.270513,-0.115536,-0.279961,-0.937501,0.610326,1.0443,-0.663815,0.186299,0.879828,-0.359292,0.840579,-0.536718,-2.09899,0.153424,-1.8041,2.5455,-1.54676,1.85955,0.266108,0.766813,1.06946,0.25155,0.944128,0.349651,-0.0303713,0.17896,-2.13079,-0.825081,0.386041,1.72816,0.092458,0.536578,0.458562,0.852705,-1.47523,0.246678,-1.4412,11.7712,68.8101,2.42581,-1.99224,-1.49679,-0.893387,0.864302,0.27515,131.403,29.2012,0.815312,1.10162,-0.899971,-0.114604,0.362702,1.32839,1.42187,0.82697,0.309569,-0.289957,0.963117,-1.73296,-0.791237,-0.465325,3.12609,-0.143892,-0.573972,1.34811,-0.533917,1.62899,2.52062,-0.21133,0.731887,-1.11468,-0.394809,0.370944,0.326883,-1.08319,12.438,-5.20887,12.1284,12.1744,-0.895876,0.78091,-0.457081,0.934423,-1.00807,0.469329,-0.800007,-1.31558,1.85225,-0.853794,0.954556,1.0707,-0.732651,0.437135,-1.48927,-0.268914,0.670147,0.011093,-0.219526,-0.43211,-0.317626,-0.283303,0.390929,0.326673,1.88819,-0.381738,1.13553,0.018256,3.76137,-2.1336,1.06472,1.81675,1.40388,0.0658199,0.0173326,-1.10947,1.50378,-0.464045,-0.0593871,0.284737,-0.497678,0.154772,2.85221,-0.707672,-0.663403,0.566261
1.1,1e+06,4.83908,14.1421,104.697,95.3031,100,44.1942,7.25499,-4.59616,-2.29083,-4.59616,-2.29083,-0.152365,0.498356,9.73449,23.9354,-2.40126,-0.913204,0.160703,-0.931812,1.84862,-2.81699,-0.273098,-0.881901,-0.961991,-1.87212,3.80268,1.18684,2.52528,-3.53947,4.94155,-11.0342,-2.12138,1.65385,1.85159,-0.543584,0.601646,3.02354,2.76876,0.696812,1.02798,-0.336921,0.36242,-0.261461,4.34801,-3.43436,14.1827,-1.41524,0.127078,-1.64421,-4.49719,-3.27189,-1.3162,-2.53595,-5.11262,2.53639,1.66043,1.26962,0.710266,2.04004,2.54736,0.595624,1.96393,-2.5254,-1.09166,-0.384001,-3.97411,-2.74409,-1.47811,-1.6226,-1.34501,0.00189947,-0.108607,0.050587,0.526575,0.243874,-0.689707,-1.8774,-0.972459,1.97993,0.840515,1.25148,-4.82428,-5.56942,-0.467044,0.0597608,-3.18572,-1.15291,0.0430272,-2.91016,0.460251,-1.13,0.171133,1.40333,-0.182447,0.837254,0.000477961,-0.496914,-1.98274,-2.36009,1.04024,1.90289,5.52294,21.9529,-0.797883,-1.03757,-2.44436,1.61044,0.921493,2.20784,-4.17152,-2.9309,-1.4148,-1.05492,1.62819,0.45977,0.151433,-0.398754,-3.14055,0.915928,0.410733,1.12217,0.141947,-2.13301,1.47405,-1.03086,-0.438328,0.183486,1.40125,0.674378,53.462,11.2066,1.22393,4.47258,2.24539,2.31667,-0.46471,-2.12075,0.54116,-1.24236,0.464872,-0.722639,5.94556,2.23209,1.2391,-2.66667,-0.047702,-1.06713,-0.628347,1.67173,-0.886742,1.53346,44.6987,4.61661,-0.832256,-0.0427331,-2.21905,-1.51865,-1.58328,-0.592966,15.9351,18.1779,21.2305,1.91811,-1.53676,2.93405,-0.636377,-0.537812,-0.947621,-0.492837,1.83116,-4.5325,3.36899,0.0210313,2.1047,-1.54906,-4.60935,-3.67583,-2.45165,1.95749,-2.56981,-0.13696,-0.227888,-1.43403,-1.59434,1.85663,-4.04183,-1.39371,0.724455,-0.173371,0.583884,-0.934993,13.0981,13.3733,0.758739,-0.146616,0.324549,-1.92342,0.868067,0.683627,0.494686,-0.925298,4.00202,2.8649,1.80215,-0.314782,-1.42124,2.81012,-1.02031,2.00964
1.2,1e+06,5.11049,14.1421,104.721,95.2791,100,44.1942,7.93394,-3.43911,2.30847,-3.43911,2.30847,-2.33121,0.837616,3.66237,1.91819,4.81685,1.71613,1.51329,1.67299,-0.115129,-1.10294,4.16038,2.31976,-0.154078,0.110542,2.68363,0.421818,2.61553,0.323959,38.6393,105.936,2.58255,1.04607,-1.43516,0.786919,0.738456,3.62702,27.0194,64.095,3.18831,1.47194,-3.59788,0.937179,1.26165,-0.754563,72.481,57.3295,1.8835,0.766721,-1.76921,0.64236,0.775133,-2.10868,-0.84883,1.86688,-0.404288,1.35255,3.01089,-1.358,-0.188845,0.237355,5.15883,0.977313,-0.309385,-0.861077,-3.31899,-0.35448,0.420094,-2.54626,3.19975,2.6704,-0.802461,-0.752327,0.79673,-0.824071,0.881738,-1.91017,1.43471,-2.51311,3.11727,0.30626,6.65425,-2.01877,2.97587,0.252302,1.19839,1.80729,1.13468,-0.392049,-4.0709,2.38622,1.63467,2.05022,2.66317,1.026,33.7362,9.67046,-0.456346,-1.56719,2.9845,-0.525274,51.2077,36.3883,1.30176,0.322144,-2.17805,2.68175,1.28321,-1.73358,1.30583,-0.834446,0.893706,-0.796267,0.245468,3.95997,1.91881,-0.826631,0.127922,-0.706656,1.95725,2.16533,1.79579,-1.59733,-4.03785,2.08109,-1.4439,-2.75314,1.00858,1.94258,1.96525,0.146803,2.63097,0.428659,0.88277,0.927009,-0.330793,-0.514439,1.54062,0.121578,-2.8165,0.559111,17.2684,46.5222,0.0412055,0.624803,1.34095,1.30326,-1.49613,7.08096,0.340766,-2.60407,64.2056,20.3076,1.55063,0.138188,0.169314,2.05217,1.62131,-0.518649,14.345,6.40212,5.18517,5.98272,1.64151,-1.26455,-4.08577,-0.0469348,1.97393,0.257959,-4.36233,66.5826,0.913687,1.9605,4.84815,-1.34492,-0.340123,3.28015,-2.26826,-4.7776,2.74616,3.06014,2.58696,-0.542878,0.666752,1.11222,2.01838,3.44095,3.48266,1.24655,1.60197,0.319722,57.0181,32.049,3.03932,0.401661,-0.180933,1.27734,2.7223,-0.799049,2.31844,0.01689,3.12072,1.10975,2.17962,1.66777,1.92879,1.56292,-0.53029,1.4107
1.3,1e+06,4.35335,14.1421,106.269,93.7313,100,44.1942,4.46021,0.38214,-0.0913266,0.38214,-0.0913266,1.42583,0.324155,16.155,7.75011,-0.334744,-0.979187,2.89559,0.808747,0.501833,2.29972,0.941373,2.74565,0.902148,0.0369514,0.995625,0.933879,2.16934,0.580591,1.65235,0.396816,0.748563,0.905573,-0.296223,0.950146,0.936774,-0.0691397,32.0689,72.1057,0.856837,0.214511,-0.608876,-0.438919,5.84682,3.5947,32.8306,20.8211,-1.95592,0.951014,-0.186998,1.23605,0.420786,2.69147,-0.199255,1.8772,0.111136,0.342451,0.52765,0.86699,0.972653,-0.111227,44.8716,79.1144,2.43813,-0.153547,-0.557654,0.465705,1.89746,-0.375983,-0.808159,1.3532,1.23433,-1.57914,-0.839071,0.654314,1.07654,-0.560823,-1.2349,-0.962505,0.87319,0.144857,0.669981,0.678447,0.594606,0.772677,0.468007,-0.60917,-4.06445,-0.0887402,0.768601,-0.511381,0.520443,0.752939,1.03964,2.28564,2.11623,0.523117,1.54859,0.0909211,0.94142,-0.484251,6.18465,3.04941,2.18547,1.04662,0.285285,-0.0966688,-0.250869,1.72103,0.405896,-0.164492,-1.86506,1.3948,1.0252,0.68112,-0.125298,0.92093,0.919171,0.761266,-0.917289,0.896291,27.7888,45.2925,0.304287,-0.144565,-2.66897,0.982453,1.77325,2.6709,2.31634,0.0813861,1.49378,-0.200796,-0.731378,0.331504,0.136526,0.572455,2.1252,1.17433,0.586323,0.702469,4.46597,5.94377,-0.383355,-0.665459,2.89566,0.879253,0.111443,0.536219,0.475286,0.366139,1.0487,0.917886,0.439324,0.940497,0.56172,0.417304,0.718838,0.515322,1.63767,0.779797,46,56.5332,-1.03993,0.650074,1.17086,0.697155,-1.25921,0.778134,-1.62674,23.113,0.982411,0.745875,0.839136,-0.00703979,-1.24859,2.1835,-0.660683,-0.721966,0.160304,1.81559,-1.3882,-0.00649827,0.44843,-1.31339,0.8745,2.30461,-0.220087,0.899371,1.32892,1.22623,-3.67262,0.216775,1.64741,0.284822,0.576587,-0.39751,0.427543,1.11919,2.76952,1.84979,0.704528,0.000549324,1.36328,0.309006,1.94865,1.54672,-3.18734,0.369016
1.4,1e+06,4.33547,14.1421,106.078,93.9225,100,44.1942,4.66421,3.98555,-0.815408,3.98555,-0.815408,1.64335,1.88458,2.15133,0.623415,-0.835428,-0.281553,-2.76947,0.611873,-1.23822,-0.175541,1.39394,-0.00960372,1.06793,0.255553,1.09083,-0.00734715,0.506387,-0.0522583,13.6358,28.8507,1.03549,0.434871,-0.78135,0.716808,-3.22453,0.868141,4.94128,38.9821,-1.03774,0.121417,-1.39882,-1.32245,23.9143,54.8363,1.99801,2.62679,0.0267543,-0.354221,-1.3507,0.882572,0.0464811,-0.117637,-0.74208,-1.2162,-0.453981,0.443269,-0.344987,0.217609,0.782318,-1.18046,-6.25419,13.3135,0.902046,-0.974648,-0.798398,1.79087,0.388888,0.431528,-1.90457,0.594085,-0.828667,-1.61052,-0.76839,1.47192,-0.507978,0.608955,-2.51653,-1.37823,0.465082,-0.226911,-0.667267,0.468664,-2.24183,1.37822,-1.86326,-1.83778,-1.73009,1.33888,-1.07585,-1.93284,-0.197481,0.627044,0.223962,-1.6089,0.806243,-0.979756,0.10227,-0.571177,0.947071,-1.00722,0.896204,-0.697386,-0.214186,-0.0699195,-2.44463,0.859708,-0.241769,0.054981,0.844877,-1.6037,-0.217584,1.52327,1.40817,-0.940372,0.00334069,0.136459,-1.69594,0.585993,-1.15486,0.214086,5.2551,5.34622,2.52302,-9.32132e-05,-1.26678,-0.90339,0.166415,-1.99955,7.83317,2.70789,-1.2534,-0.718091,-2.54151,-0.392634,0.731861,-1.03234,1.90853,0.556346,0.215232,0.496835,15.953,79.9112,-0.0572326,-0.988756,1.34797,-0.000113478,-0.586251,0.821335,-0.624678,0.43087,1.06734,1.5491,-0.728666,1.11875,-2.17159,-1.58428,1.18415,-1.38986,111.202,44.7666,51.3248,15.5381,-1.39231,2.51155,0.739868,0.311501,0.063476,1.44685,-1.2652,-2.53792,-1.17835,0.917794,1.01429,-0.403617,-1.94815,1.11809,-3.29976,2.81703,0.548997,-1.36899,0.0991639,0.511594,0.126299,0.420916,-0.12865,0.162606,1.35267,1.70613,0.560475,0.343823,86.9852,55.1986,-1.59921,0.58625,1.16774,-0.590903,0.149837,0.144697,1.36261,-0.18417,0.387211,-0.16428,0.121051,0.0952344,2.0248,-0.438692,-1.16295,0.79203
1.5,1e+06,4.77586,14.1421,107.079,92.9214,100,44.1942,6.9211,1.25691,-0.414615,1.25691,-0.414615,1.74244,-1.74872,3.10676,-1.46673,-0.117694,0.0721393,-5.97452,3.3141,-2.18632,1.16658,-1.7912,-0.59193,1.33523,-2.30771,0.611872,1.23357,0.75838,0.656641,-2.35321,-0.853527,-1.33187,2.41089,-0.794753,0.974615,-4.48085,-3.73786,22.9435,60.1761,1.77932,1.10825,0.209861,-2.32066,1.86285,1.43232,2.7061,-0.726219,-0.183192,-0.563495,-3.67817,1.46432,-1.92259,-1.49707,-4.26992,3.94626,3.26476,-1.59083,-1.65103,-0.63569,1.01689,1.19607,3.12825,-4.30343,0.772767,-0.560967,-1.03022,3.05008,1.44638,-1.31472,3.76919,-1.68491,1.42359,-2.54473,-0.162571,4.1031,-0.546372,-0.43489,0.0502632,0.262631,-1.07044,0.644695,-0.132504,0.399648,1.62947,-1.91518,1.81195,-0.0193956,-0.346218,-0.478209,0.505554,-1.02958,4.51774,-0.560435,-0.197464,1.30149,1.93458,0.044798,1.44519,0.0336342,2.41434,-0.506936,16.0458,2.88563,1.25328,0.529141,0.0538302,2.14171,-1.5671,1.29682,1.13713,-0.611143,0.877926,-2.33285,2.9215,-0.998302,2.01224,0.777641,4.97188,-0.367955,0.956203,2.8662,0.651694,-1.31852,2.25656,-1.19351,-0.529546,-0.44467,0.486835,2.36411,108.399,35.4041,2.23163,0.504873,-0.641897,-0.936652,0.955075,0.607016,2.76285,-0.0172476,0.295947,0.417528,10.3817,12.9154,1.67507,2.94467,-0.54471,-0.916975,-3.4246,-0.730643,0.275315,0.963501,17.6064,14.4846,-0.751625,-0.422323,-2.02339,0.321175,0.258402,1.16766,52.5193,11.2018,12.4492,5.59229,-1.62116,0.163708,-0.38722,2.55645,0.310714,-1.26152,0.013256,-1.76416,3.38618,-0.331145,0.60649,0.259328,-2.21712,1.46739,-4.84611,3.80434,-0.720816,-2.16006,-4.58379,0.601165,-0.832098,-1.91513,1.51604,0.13861,-3.31821,2.39924,2.07867,0.635785,0.301283,-2.40458,1.78942,-1.3619,0.239674,-0.479471,0.48142,-0.467642,1.81941,1.24044,2.77544,-0.699307,0.918501,1.38782,2.89838,0.324787,-1.10478,3.69843
1.6,1e+06,4.42314,14.1421,104.695,95.3049,100,44.1942,3.97848,1.3323,-1.34869,1.3323,-1.34869,1.21909,0.444742,6.72652,2.82991,1.13542,0.508803,-2.10246,-1.27372,-0.0863306,1.59731,1.93596,2.95949,0.30515,-0.47411,1.5763,0.241343,0.699786,0.625604,0.692667,-1.01878,0.54434,0.185205,1.05684,-0.199947,0.0509807,-0.61952,2.59915,0.799488,0.61824,-0.832343,-0.55179,0.0762241,3.64219,2.01819,4.25686,0.785362,-0.0368817,-0.263148,0.0564324,0.641657,1.86751,0.847969,0.744649,-0.672484,0.793471,0.964996,0.935447,1.23986,0.272299,-0.247363,3.36106,-2.27885,1.6762,0.0539937,-0.903122,1.2632,1.49453,1.46127,0.993466,0.810721,-0.646304,1.27738,1.29161,0.0891909,0.597097,-0.449672,-0.323124,1.54013,-0.691928,0.561138,0.74951,0.111153,-0.044592,0.660505,0.450431,1.06535,-2.87671,1.70069,0.37132,0.746728,1.38813,-0.207119,0.467778,0.488931,1.59122,0.32444,1.42932,-0.217653,0.145268,-0.827061,13.6629,15.2167,2.48057,0.416255,0.119871,0.825953,0.0238898,-0.0907516,1.29054,-2.19098,0.0164441,-0.496477,0.35294,-0.148301,1.92518,0.931655,-0.433755,-0.0150212,-0.434436,1.53146,-1.01349,0.196638,-0.0391394,0.155525,-0.584397,0.276991,0.841672,1.72637,2.68875,0.601877,0.316224,-0.582384,0.33529,-0.320609,0.279014,-0.29831,2.83118,3.74798,0.060599,1.16806,22.0393,62.7771,-0.11482,0.392634,2.37593,1.48872,-1.29575,-0.574413,0.995552,-0.315707,2.44434,5.58484,0.0743184,-1.05604,1.37153,1.03777,1.12112,0.750879,2.95605,1.29052,73.3717,56.7543,-0.760677,-0.835469,-0.126961,0.750893,-0.953961,0.425319,-19.2096,-0.217874,1.25078,1.09735,0.372615,0.431831,-1.63802,1.83784,-0.0378542,0.503001,0.218286,0.0311351,0.180927,0.47982,0.875603,0.142687,2.03798,0.0245628,-0.611048,0.504908,1.4786,1.27492,1.7404,1.78701,1.16864,1.7497,0.793409,-0.25234,-0.924527,0.887544,1.14128,1.18714,1.17225,-1.44501,1.50244,0.142228,1.57873,2.51232,0.360927,1.32911
1.7,1e+06,4.29169,14.1421,107.39,92.6099,100,44.1942,3.80566,0.157405,-1.15933,0.157405,-1.15933,-0.83959,0.943557,0.713318,-1.10578,0.688003,-0.257761,-0.823351,0.121338,0.861163,-0.518401,1.25914,0.253694,1.1494,-0.799674,-3.68363,0.183125,-1.9933,-0.806704,0.641443,-0.844894,-1.74282,-0.563679,0.528483,-1.17531,-1.07416,0.139151,-20.0201,21.3191,0.341277,-0.630964,-0.589838,-0.221636,1.61068,-1.12571,2.34039,-0.0602201,-0.279322,0.910468,0.337087,0.0307082,-0.986219,1.51325,-1.63416,0.698285,2.01315,0.123612,-0.340119,0.427397,1.29211,-1.32859,2.095,0.142552,1.7403,-0.203025,0.0154226,1.20552,1.31112,0.493231,0.0192854,-0.403622,1.35554,-0.759404,-0.608805,0.21956,1.60822,-0.0932122,-0.735821,-0.572033,-0.372015,-0.0826182,-0.174692,0.574269,0.867298,-0.00331206,-0.632524,0.666992,-1.44839,1.8421,-0.66077,-0.305306,0.920579,0.342792,-0.0328163,-0.363779,16.1561,2.91315,1.65754,-1.14103,-0.0919015,-0.429134,17.9539,19.9012,1.74304,-1.61388,-0.431882,1.0184,0.215732,-0.686875,0.327354,-1.68329,-1.40087,-0.163792,1.42904,1.81485,2.12857,-0.29535,0.48586,1.36178,-0.944603,0.435251,1.23228,0.744014,-0.563807,-0.860771,-2.34667,-0.78437,0.932235,0.856296,6.21027,1.18716,1.64125,-0.136837,-0.407012,2.0024,0.271897,0.636004,4.6302,-2.15135,1.69681,-0.0728663,1.848,-0.0245337,-0.984543,0.439915,1.55102,1.12492,-1.65802,1.18271,-1.24256,0.173161,64.0928,11.8965,0.305125,-1.41274,-0.348689,-0.585598,0.00268384,-0.745708,1.00736,-1.13682,4.75831,0.145254,-0.5003,1.04185,-0.376571,-0.0980088,-1.03273,-1.2296,-9.80108,-1.76465,-0.466857,-0.111757,1.09523,0.100366,-0.491421,-0.0299292,-1.29631,1.18873,-1.4421,0.243162,0.648219,0.44957,-1.58563,0.986343,0.627408,-0.00218654,1.51549,-0.509375,0.627519,0.804413,1.34352,0.0923688,1.67749,-0.0555209,0.740793,-0.425456,-0.121377,-1.87632,12.926,6.74854,-1.18797,2.38746,0.648147,-0.0578833,0.248127,-0.191861,-0.975645,0.532797
1.8,1e+06,4.49085,14.1421,106.392,93.6081,100,44.1942,5.71979,-0.753619,0.279918,-0.753619,0.279918,1.23731,2.40115,1.45603,-2.38985,-0.278731,0.747157,-0.131223,-1.60733,0.321247,-0.528987,1.14017,0.788829,0.666178,-0.404138,86.5236,26.593,-0.477557,-0.419104,2.0339,-1.2945,0.538197,-2.37038,1.30974,-0.911927,0.170001,0.242601,0.963476,0.259609,0.82693,-1.36926,-1.03619,1.62737,0.939128,-0.132476,33.7728,19.3045,0.348375,-3.00807,-0.250305,-2.59733,1.02271,1.72958,-0.411186,2.14057,0.914066,-0.679494,-1.5001,1.68782,0.545361,-0.137431,0.67398,0.751123,23.9717,31.8972,0.928682,1.13453,0.878386,0.311746,-0.0150651,-1.00707,0.124807,1.1617,0.268256,1.90613,-0.541754,-0.718262,-4.09291,-0.322446,-2.94851,-3.81111,0.303608,-0.747761,1.38402,0.580617,0.41201,-0.530255,-1.38679,-0.472746,-0.244788,-0.708639,-0.814742,-0.0625416,0.111697,-0.596588,35.7039,9.17989,0.698045,-0.245127,-0.383445,-0.943908,2.36217,0.929375,1.08313,-1.97269,0.100216,0.78935,-1.21982,1.14008,-0.0621571,-0.798466,-2.18143,-0.956635,0.99585,0.947711,0.194628,0.0169007,-1.38683,3.42162,-0.519985,2.65674,-8.1992,13.1999,1.9446,0.327523,-2.31449,-2.87015,1.16458,-0.472325,16.7257,4.22614,-0.258526,-0.139856,-0.0226382,1.18433,0.0688389,0.545065,7.59349,0.605825,0.365178,0.286622,4.47141,8.44171,-1.35595,-1.05888,1.67935,1.30467,-0.441592,2.709,0.755539,0.136222,4.19185,-0.454516,-0.361077,-1.1694,0.384991,-2.55799,0.361961,-0.836512,1.34061,-0.728462,2.27929,0.00339559,-2.17846,4.33769,-2.50482,-1.6222,-0.577815,1.72204,-0.563911,-0.40428,-0.642907,1.81297,0.15807,0.388112,-2.38259,2.30751,-0.234228,3.1466,0.23678,1.07538,-2.67613,0.781378,0.0705125,-0.553675,0.66078,0.917233,0.578732,1.9443,1.03633,1.00964,13.5316,6.52818,1.66966,0.0420597,2.30755,-0.669065,1.53661,-0.923554,4.06151,2.30319,-0.526583,1.79622,1.41327,0.146082,-0.429533,-0.347653,-4.73936,1.41746
1.9,1e+06,4.40576,14.1421,103.865,96.1355,100,44.1942,3.88808,-0.179355,-0.489864,-0.179355,-0.489864,-0.45442,1.04832,-0.747479,-0.344471,0.100035,-1.48577,-0.17013,0.669636,0.446641,0.371135,1.52865,0.423596,-0.0143402,-0.394736,0.00199031,-0.051263,-0.0934926,0.855939,-0.99821,-1.2598,0.04304,-0.0849119,1.52852,-0.673773,0.162516,-0.00111343,1.19894,-1.00121,-0.0807996,-0.30425,-1.28877,-0.68577,0.608892,1.20674,16.9084,7.65034,-0.956345,0.714665,0.66647,1.08505,1.11534,0.892327,-1.50633,-0.440514,0.58753,0.410496,-0.24831,1.48327,0.661483,-1.19837,-0.564006,-0.456294,14.597,9.05365,-0.395003,1.44104,0.858543,-0.43189,-0.0390205,1.15638,0.844084,17.5829,-1.41326,1.79364,0.678537,-0.227784,-0.0551911,0.110631,-0.448326,1.03221,-0.602887,0.354043,0.775865,-0.746001,-0.0594282,0.854742,-0.226109,0.768236,-0.604089,0.566183,-0.204446,1.11709,1.63733,-2.84596,7.49525,4.93411,4.42856,-1.07732,-0.21473,-1.08081,2.08177,1.03858,-0.209277,1.28882,-0.00264928,0.751295,-0.929795,1.42714,0.309555,-1.57178,-0.598909,1.20449,1.06227,-0.429411,0.714426,1.17421,1.39572,0.479034,-1.37727,0.627043,0.121321,0.236826,1.11501,-0.458503,-1.29961,1.69314,1.64442,0.898409,0.866623,-0.301153,2.0972,0.0972021,-1.189,-1.50814,1.31069,0.543201,5.31893,5.51547,-0.233378,0.441594,10.4973,0.299557,0.837783,-0.0661412,1.65174,0.279748,-2.53578,-0.466889,0.782063,-0.4133,0.0224048,1.18077,-0.164246,-0.748122,-0.130746,0.998639,1.02718,0.806496,1.34572,1.62921,12.5225,10.5486,-1.99889,0.425175,-0.0182336,-1.26185,-0.422491,0.433922,-8.37627,24.3392,0.509874,0.699891,0.170631,-0.364503,-1.8,0.158963,-3.05794,1.29883,-0.799183,1.04848,0.251022,1.53635,0.531398,-0.111174,1.04302,1.62628,1.11742,-0.0660167,1.59145,0.22465,68.6067,2.86497,1.92957,-0.0307719,-0.329219,-0.998265,1.07869,0.737066,7.25819,0.680743,0.226856,1.82163,0.182242,1.63106,1.63963,0.111413,-3.10926,0.69486
2,1e+06,4.30583,14.1421,104.011,95.9889,100,44.1942,3.73575,1.42394,-1.03987,1.42394,-1.03987,0.556904,-0.335273,0.467765,0.190287,1.3914,0.174903,-0.345219,-0.394668,0.284741,0.631838,0.272552,0.269035,-0.456836,-0.0812596,0.231403,0.269825,1.26939,-0.478585,0.0224208,0.222281,0.89578,-0.682364,0.273641,-0.00239348,-1.31588,-1.31684,0.956028,-0.94824,0.726335,-0.218561,-0.288,0.307936,0.197328,-0.183511,1.51626,0.92527,-1.18234,-1.14904,-0.8286,1.03409,0.78883,-0.946809,-1.31672,0.545376,-1.88945,2.32435,-1.05844,-1.02172,-0.415224,0.462065,0.607506,-0.612185,41.7023,36.0074,-0.591538,-1.31875,5.33536,-1.10464,0.872316,1.08791,-0.658378,-1.36439,-1.12307,0.067192,-1.41131,0.233582,-1.61155,-1.07805,0.314463,1.25451,0.355631,0.165624,0.363122,0.0556226,2.09842,-1.07407,-2.51748,0.561721,0.387905,-0.112778,1.02579,0.274924,11.644,31.0595,1.7881,1.13406,30.7086,31.6264,-1.32537,-1.04909,1.58355,0.626454,1.54771,-0.253315,-1.08212,0.802827,-0.452165,-0.660401,0.154562,-0.861265,-2.17054,0.613484,2.82929,0.576183,0.21829,-0.622776,-1.16299,-0.0356207,-0.252377,0.763694,-0.724415,29.523,-0.377892,1.28702,-1.09162,-0.068595,-0.0664582,1.74802,-0.0478208,0.502722,0.993914,0.968175,-1.63871,-0.149149,0.527808,0.0791502,27.2314,38.3906,1.01683,-0.126377,0.428967,1.19356,-0.400778,0.332414,1.04324,0.499735,-1.22093,0.318754,0.815417,-0.127857,7.88027,0.533413,66.8453,0.818753,-0.495346,-0.0540001,-0.187607,0.07676,2.25739,0.605837,0.93343,0.6652,-2.46186,1.01204,0.191991,0.24004,-1.35677,0.181592,2.84422,105.322,0.0779609,-0.798136,0.4657,-0.410776,-0.598988,0.294435,-1.40516,0.774591,-1.95216,-0.213321,-1.01583,0.689127,-0.139237,-0.722088,-0.599314,1.92219,0.402081,0.756209,1.79456,-0.372203,0.846424,0.832119,0.989099,0.34742,0.758924,-0.99471,0.585826,0.703402,0.428707,-0.512134,-0.384173,0.909793,0.379658,0.644648,0.518865,0.557495,-3.19811,0.00932211
